DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	17p12	17	14811500	NR	LOC105371545 - LOC107984977	105371545	107984977		9227	23127	rs189798510-?	rs189798510	0	189798510	intergenic_variant	1	NR	2E-7	6.698970004336019	(Japanese)	0.5677	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	6p25.1	6	6911218	NR	LOC105374902 - RN7SL554P	105374902	106479423		12650	27388	rs2249382-?	rs2249382	0	2249382	intron_variant	1	NR	1E-7	7.0	(Japanese)	0.298	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	18q12.2	18	37505770	NR	CELF4			56853			rs41475954-?	rs41475954	0	41475954	intron_variant	0	NR	1E-6	6.0	(Japanese)	0.4614	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2p25.1	2	9601406	NR	YWHAQ			10971			rs55883249-?	rs55883249	0	55883249	intron_variant	0	NR	2E-7	6.698970004336019	(Japanese)	0.6204	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	10q23.31	10	90392443	NR	LOC105378426 - LOC101926942	105378426	101926942		215738	10078	rs58616815-?	rs58616815	0	58616815	intergenic_variant	1	NR	2E-6	5.698970004336019	(Japanese)	0.3566	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	18p11.21	18	13298944	NR	LDLRAD4			753			rs62097350-?	rs62097350	0	62097350	intron_variant	0	NR	2E-6	5.698970004336019	(Japanese)	0.3644	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	15q25.1	15	79635252	NR	LOC390617 - LOC390618	390617	390618		74579	32937	rs7177026-?	rs7177026	0	7177026	intergenic_variant	1	NR	3E-6	5.522878745280337	(Japanese)	0.1442	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	17q24.3	17	70210256	NR	KCNJ2 - CALM2P1	3759	100128390		30212	31051	rs72863877-?	rs72863877	0	72863877	intergenic_variant	1	NR	2E-6	5.698970004336019	(Japanese)	0.7501	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	13q14.3	13	54019582	NR	LINC00558 - LINC00458	100861552	100507428		143463	104742	rs73197788-?	rs73197788	0	73197788	intergenic_variant	1	NR	2E-6	5.698970004336019	(Japanese)	0.7369	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	14q32.12	14	93970393	NR	ASB2			51676			rs79797842-?	rs79797842	0	79797842	intron_variant	0	NR	5E-9	8.301029995663981	(Japanese)	0.9475	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	11p15.1	11	20492179	NR	PRMT3			10196			rs80315173-?	rs80315173	0	80315173	intron_variant	0	NR	4E-7	6.3979400086720375	(Japanese)	0.6257	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	17q25.3	17	82284247	NR	CSNK1D - LOC101929511	1453	101929511		10505	5799	rs8072599-?	rs8072599	0	8072599	intergenic_variant	1	NR	2E-6	5.698970004336019	(Japanese)	0.7355	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	3p24.3	3	22972467	NR	RANP7 - SALL4P5	100874192	100130785		67129	17274	rs822203-?	rs822203	0	822203	intergenic_variant	1	NR	3E-6	5.522878745280337	(Japanese)	0.1429	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	15q25.3	15	84833784	NR	ALPK3			57538			rs891288-?	rs891288	0	891288	intron_variant	0	NR	6E-7	6.221848749616356	(Japanese)	0.7142	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	18p11.31	18	7172525	NR	SLC25A51P2 - LRRC30	645423	339291		36644	58614	rs9675861-?	rs9675861	0	9675861	intergenic_variant	1	NR	1E-6	6.0	(Japanese)	0.395	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	4q35.2	4	188094248	NR	TRIML2			205860			rs10031466-?	rs10031466	0	10031466	intron_variant	0	NR	1E-6	6.0	(Latino)	0.2396	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	5q21.3	5	106409915	NR	RNA5SP189 - LOC345571	100873451	345571		486807	6184	rs111346824-?	rs111346824	0	111346824	intergenic_variant	1	NR	3E-6	5.522878745280337	(Latino)	0.8801	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	13q14.11	13	40214229	NR	LINC00548			400123			rs111834582-?	rs111834582	0	111834582	intron_variant	0	NR	3E-6	5.522878745280337	(Latino)	1.2451	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	3p14.3	3	58470270	NR	PDHB - LOC107986092	5162	107986092		36418	1104	rs112208829-?	rs112208829	0	112208829	intergenic_variant	1	NR	3E-6	5.522878745280337	(Latino)	1.0368	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	8q22.1	8	95280875	NR	C8orf37-AS1			100616530			rs112505062-?	rs112505062	0	112505062	intron_variant	0	NR	4E-6	5.3979400086720375	(Latino)	0.3738	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	21q21.1	21	18756591	NR	LOC101927797			101927797			rs112643338-?	rs112643338	0	112643338	intron_variant	0	NR	4E-6	5.3979400086720375	(Latino)	1.1442	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2p15	2	61424393	NR	USP34			9736			rs115219852-?	rs115219852	0	115219852	intron_variant	0	NR	7E-7	6.154901959985743	(Latino)	1.184	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	13q21.31	13	62709905	NR	LINC00448			100874176			rs116571008-?	rs116571008	0	116571008	intron_variant	0	NR	7E-7	6.154901959985743	(Latino)	1.0121	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	18q23	18	79412316	NR	NFATC1			4772			rs116989867-?	rs116989867	0	116989867	intron_variant	0	NR	2E-6	5.698970004336019	(Latino)	1.4136	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	15q25.3	15	86265638	NR	AGBL1			123624			rs11858486-?	rs11858486	0	11858486	intron_variant	0	NR	4E-6	5.3979400086720375	(Latino)	0.3081	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	12q24.22	12	117495695	NR	KSR2			283455			rs137949660-?	rs137949660	0	137949660	intron_variant	0	NR	1E-6	6.0	(Latino)	0.9133	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq26.3	X	134944139	NR	RNU6-616P - LOC340581	106479838	340581		25723	5410	rs137986605-?	rs137986605	0	137986605	intergenic_variant	1	NR	8E-8	7.096910013008056	(Latino)	0.6545	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq26.3	X	136051802	NR	SLC9A6 - GAPDHP67	10479	2609		4533	26075	rs150889544-?	rs150889544	0	150889544	downstream_gene_variant	1	NR	3E-6	5.522878745280337	(Latino)	0.8548	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2q22.3	2	146327302	NR	LOC105373667			105373667			rs16855418-?	rs16855418	0	16855418	intergenic_variant	0	NR	4E-6	5.3979400086720375	(Latino)	0.8124	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	21q22.13	21	37299116	NR	DSCR3 - DYRK1A	10311	1859		30992	66674	rs16994935-?	rs16994935	0	16994935	intergenic_variant	1	NR	2E-6	5.698970004336019	(Latino)	0.6174	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	17q11.2	17	28927882	NR	PHF12, LOC101927018			57649, 101927018			rs184910283-?	rs184910283	0	184910283	intron_variant	0	NR	3E-6	5.522878745280337	(Latino)	1.0577	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	4p14	4	39250206	NR	WDR19			57728			rs185013096-?	rs185013096	1	13435366	intron_variant	0	NR	2E-6	5.698970004336019	(Latino)	0.9424	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	8q24.11	8	117639150	NR	LOC105375721			105375721			rs189087047-?	rs189087047	0	189087047	intergenic_variant	0	NR	3E-6	5.522878745280337	(Latino)	1.3249	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	11q13.4	11	71813131	NR	ALG1L9P			285407			rs190164515-?	rs190164515	0	190164515	intron_variant	0	NR	4E-6	5.3979400086720375	(Latino)	0.7365	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	14q31.1	14	81564777	NR	SEL1L - LINC01467	6400	101928559		30913	40570	rs190480000-?	rs190480000	0	190480000	intergenic_variant	1	NR	1E-6	6.0	(Latino)	0.9245	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	7q22.3	7	107652218	NR	LOC105375443 - SLC26A4-AS1	105375443	286002		6876	4298	rs2395909-?	rs2395909	0	2395909	downstream_gene_variant	1	NR	2E-6	5.698970004336019	(Latino)	0.2462	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2q32.1	2	183628013	NR	CACYBPP2 - LOC105373775	644877	105373775		19894	421221	rs34395537-?	rs34395537	0	34395537	intergenic_variant	1	NR	3E-7	6.522878745280337	(Latino)	1.3226	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
